assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
3034,10609,5-hydroxytryptamine 3 receptor antagonist activity was confirmed by its ability to antagonize 5-HT evoked tachycardia of rabbit isolated heart,F,,,,,,,,
3035,12861,Binding activity against 5-hydroxytryptamine 2A receptor from rat cortex homogenates using [3H]DOB as radioligand.,B,,,,,,,,
3036,12861,Inhibition of [3H]-Q-ICS 205-930 binding to rat cortex homogenate 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3037,12861,Binding activity radioligand.,B,,,,,,,,
3038,10728,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor in rat brain membranes,B,,,,,,,,Brain membranes
3039,10728,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes.,B,,,,,,,,Brain membranes
3040,5163,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.000001 mol/L,B,,,,,,,,
3041,5163,Binding affinity towards 5-hydroxytryptamine 2C receptor was determined at a concentration of 0.00001 mol/L,B,,,,,,,,
3042,6011,Inhibition of binding towards 5-hydroxytryptamine 2C receptor at 100 nM concentration,B,,,,,,,,
3043,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3044,5635,Binding affinity of compound towards 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3045,5163,Affinity for 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3046,6841,Binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,,,,
3047,6119,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand.,B,,,,,,,,
3048,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2C receptor was determined,B,,,,,,,,
3049,1633,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]-Ketanserin,B,,,,,,,,
3050,1633,Binding affinity towards 5-hydroxytryptamine 2C receptor by displacement of [3H]N-methyl-mesulergine,B,,,,,,,,
3051,4373,Binding affinity for 5-hydroxytryptamine 2C receptor was determined,B,,,,,,,,
3052,6576,Binding affinity towards serotonin 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3053,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3054,12146,Tested agains t5-hydroxytryptamine 2C receptor in experiment 1,B,,,,,,,,
3055,12146,Tested against 5-hydroxytryptamine 2C receptor in experiment 2,B,,,,,,,,
3056,16946,Ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3057,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3058,16700,The binding affinity towards 5-hydroxytryptamine 2C receptor; No affinity,B,,,,,,,,
3059,3269,Affinity against 5-hydroxytryptamine 2C receptor,B,,,,,,,,
3060,1274,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,9606.0,,,,
3061,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2C receptor using radioligand binding assay,B,,,,,,,,
3062,5834,Inhibitory concentration required against 5-HT3 receptor in bovine area postrema using [3H]GR-65630,B,,,Bos taurus,9913.0,,,,
3063,11147,Binding affinity towards 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand,B,,,Bos taurus,9913.0,,,,
3064,14145,Antagonistic potency against serotonin 5-hydroxytryptamine 3 receptor in GPI assay,F,,,Cavia porcellus,10141.0,,,,
3065,10561,Binding affinity to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3066,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig,F,,,Cavia porcellus,10141.0,,,,
3067,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 3 receptor of guinea pig; ND means not done,F,,,Cavia porcellus,10141.0,,,,
3068,10561,Potency to 5-hydroxytryptamine 3 receptor entirely in guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3069,11454,In vitro binding affinity was measured for 5-hydroxytryptamine 3 receptor in the guinea pig ileum.,B,,,Cavia porcellus,10141.0,,Ileum,,
3070,4639,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea colon at a concentration 0.01 uM,F,,,Cavia porcellus,10141.0,,,,
3071,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.1 uM,F,,,Cavia porcellus,10141.0,,,,
3072,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM,F,,,Cavia porcellus,10141.0,,,,
3073,4639,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 1 uM in the presence of 30 uM MDL 72222,F,,,Cavia porcellus,10141.0,,,,
3074,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 0.01 uM,F,,,Cavia porcellus,10141.0,,,,
3075,4639,Percent of control response to 5-HT3 antagonistic activity on guinea colon at a concentration 1 uM,F,,,Cavia porcellus,10141.0,,,,
3076,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum",F,,,Cavia porcellus,10141.0,,Ileum,,
3077,15253,"Concentration required to produce 50% of maximal contraction induced by 5-HT through 5-HT3 receptors in the presence of the compound, in isolated guinea pig ileum.",F,,,Cavia porcellus,10141.0,,Ileum,,
3078,11963,Tested for the antagonistic activity against 5-hydroxytryptamine 3 receptor from guinea pig ileum,F,,,Cavia porcellus,10141.0,,Ileum,,
3079,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3080,1946,In vitro 5-hydroxytryptamine 3 receptor activity in guinea pig ileum; Not tested,B,,,Cavia porcellus,10141.0,,Ileum,,
3081,12045,Binding affinity towards [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in HG108-15,B,,,Cavia porcellus,10141.0,,,,
3082,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3083,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Cavia porcellus,10141.0,,Ileum,,
3084,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor of isolated guinea pig ileum (GPI),F,,,Cavia porcellus,10141.0,,Ileum,,
3085,188,Tested for antagonistic activity on 5-hydroxytryptamine 3 receptor mediated effects of 5-HT in guinea pig isolated ileum,F,,,Cavia porcellus,10141.0,,Ileum,,
3086,12919,Agonistic activity against 5-hydroxytryptamine 3 receptor in guinea pig ileum assay,F,,,Cavia porcellus,10141.0,,Ileum,,
3087,12918,5-hydroxytryptamine 3 receptor agonism in the guinea pig ileum by functional 5-HT3 receptor assay,F,,,Cavia porcellus,10141.0,,Ileum,,
3088,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3089,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Cavia porcellus,10141.0,,Ileum,,
3090,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum,B,,,Cavia porcellus,10141.0,,Ileum,,
3091,1559,Binding affinity against 5-hydroxytryptamine 3 receptor of guinea pig ileum; Not determined,B,,,Cavia porcellus,10141.0,,Ileum,,
3092,1559,Binding affinity towards 5-hydroxytryptamine 3 receptor of guinea pig ileum; not determined,B,,,Cavia porcellus,10141.0,,Ileum,,
3093,14424,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor in guinea pig ileum.,B,,,Cavia porcellus,10141.0,,Ileum,,
3094,13181,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,,,Cavia porcellus,10141.0,,,,
3095,5486,Binding affinity towards 5-HT1A receptor by the displacement of [3H]-8-OH-DPAT] in human recombinant receptors in mammalian cell,B,,,,,,,,
3096,6491,Affinity towards human 5-hydroxytryptamine 3 serotonin receptor,B,,,Homo sapiens,9606.0,,,,
3097,6013,Binding affinity towards 5-HT3 receptor,B,,,,,,,,
3098,12861,Binding activity radioligand.,B,,,,,,,,
3099,12861,Binding activity against 5-hydroxytryptamine 1A receptor from human brain cortex using [3H]8-OH-DPAT-HT as radioligand.,B,,,,,,,,
3100,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3101,5105,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3102,5104,Binding affinity for human cloned 5-hydroxytryptamine 3 receptor; NT means Not tested,B,,,,,,,,
3103,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3104,13657,Displacement of [3H]-BRC 36694 from 5-hydroxytryptamine 3 receptor in NG108-15 cells,B,,,,,,,NG108-15,
3105,10369,"Percent inhibition of [3H]5 binding to 5-hydroxytryptamine 3 receptor was evaluated by injection of compound (75 microCi/kg, 1.32 ug/kg) into the tail vein of mice (in vivo)",B,In vivo,,,,,,,
3106,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,,,,,,
3107,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor subtype,B,,,,,,,,
3108,12918,Compound was evaluated for the binding affinity at 5- HT3 receptor,B,,,,,,,,
3109,10369,The binding affinity was measured for 5-hydroxytryptamine 3 receptor on NG 108-15 cell line of mouse neuroblastoma-glioma cells in presence of [3H]5 radioligand (in vitro),B,,,,,,,,
3110,773,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,B,,,,,,,,
3111,12918,5-hydroxytryptamine 3 receptor agonism in mouse,F,,,,,,,,
3112,10561,Binding affinity towards 5-hydroxytryptamine 3 receptor was determined by using [3H]-ICS 205-930 as radioligand in mouse N1E 115 cells,B,,,,,,,,
3113,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,,,,,,
3114,12827,Binding affinity towards 5-hydroxytryptamine 2A receptor in rat cortex preparations using [3H]ketanserin,B,,,,,,,,
3115,12918,Binding affinity was evaluated by 5-hydroxytryptamine 3 receptor agonism in the mouse NIE-115 by displacing tropisetron,B,,,,,,,,
3116,273,Compound was evaluated for binding to 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,,,,,,
3117,273,Compound was evaluated for binding to Serotonin 5-hydroxytryptamine 3 receptor in N1E cells using [3H]- -Tropisetron as radioligand,B,,,,,,,,
3118,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,,,,,,
3119,5033,Ability to displace the radioligand [3H]GR-65630 from 5-hydroxytryptamine 3 receptor expressed in NIE-115 cells,B,In vitro,,,,,,,
3120,16429,In vitro binding affinity at 5-hydroxytryptamine 3 receptor in N1E-115 cells using 3[H]GR-65630 as the radioligand,B,,,,,,,N1E-115,
3121,10322,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,B,,,,,,,,
3122,14331,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in NG cells 108-15,B,,,,,,,,
3123,13462,Compound was tested for the Binding affinity against N1e-115 neuroblastoma 5-hydroxytryptamine 3 receptor by Radio ligand [3H]GR-65630 binding assay.,B,,,Mus musculus,10090.0,,,,
3124,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,,,,,
3125,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor,B,,,Sus scrofa,9823.0,,,,
3126,12861,Binding activity radioligand.,B,,,Sus scrofa,9823.0,,,,
3127,10561,Binding affinity to 5-hydroxytryptamine 3 receptor of neuronal in the afferent rabbit vagus,B,,,Oryctolagus cuniculus,9986.0,,,,
3128,10561,Potency at neuronal 5-hydroxytryptamine 3 receptor in the rabbit heart,B,,,Oryctolagus cuniculus,9986.0,,,,
3129,10561,Potency at neuronal 5-hydroxytryptamine 3 receptors in the rabbit heart,B,,,Oryctolagus cuniculus,9986.0,,,,
3130,10561,Potency to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,B,,,Oryctolagus cuniculus,9986.0,,,,
3131,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,Oryctolagus cuniculus,9986.0,,,,
3132,273,Evaluated for the antagonistic activity against 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,Oryctolagus cuniculus,9986.0,,,,
3133,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated guinea pig ileum (GPI),F,,,Oryctolagus cuniculus,9986.0,,Ileum,,
3134,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,Oryctolagus cuniculus,9986.0,,,,
3135,273,Antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,Oryctolagus cuniculus,9986.0,,,,
3136,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated perfused rabbit heart (RH),F,,,Oryctolagus cuniculus,9986.0,,,,
3137,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 3 receptor in isolated rabbit vagus nerve (RVN),F,,,Oryctolagus cuniculus,9986.0,,,,
3138,13047,Binding affinity against 5-hydroxytryptamine 3 receptor in CHO cells using [3H]5-HT as radioligand,B,,,Oryctolagus cuniculus,9986.0,,,CHO,
3139,1650,In vitro displacement of [3H]-LY 278584 from rat cerebral cortex 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3140,16288,Affinity at 5-hydroxytryptamine 3 receptor from rat frontal cortex using [3H]granisetron as radioligand (For granisetron = Ki(nM)=0.3+/-0.01),B,,,,,,,,
3141,16288,Affinity at 5-hydroxytryptamine 3 receptor (For granisetron = Ki (nM)=0.3+/-0.01),B,,,,,,,,
3142,10254,In vitro displacement of [3H]ICS-205-930 from 5-hydroxytryptamine 3 receptor in cultured NG-108-15 rat glioma cells,B,,,Rattus norvegicus,10116.0,,,,
3143,14532,"Binding affinity for 5-hydroxytryptamine 3 receptor in rat cerebral cortex, determined by displacement of [3H]GR-65630",B,,,,,,,,
3144,13392,"5-Hydroxy tryptamine 3 receptor showing agonist activity (in vivo) in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,In vivo,,,,,Heart,,
3145,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,,,,Heart,,
3146,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 120 (ug/kg), evaluated as change in heart rate",F,,,,,,Heart,,
3147,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as change in heart rate",F,,,,,,Heart,,
3148,13392,"Agonistic activity of compound towards 5-hydroxytryptamine 3 receptorr in Von Bezold-Jarisch Reflex in rats at 100 (ug/kg), evaluated as change in heart rate",F,,,,,,Heart,,
3149,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 100(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,,,,,
3150,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch Reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,,,,,
3151,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60 (ug/kg), evaluated as percent inhibition of bradycardia",F,,,,,,,,
3152,13392,"Antagonistic activity of compound towards 5-hydroxytryptamine 3 receptor in Von Bezold-Jarisch reflex in rats at 60(ug/kg), evaluated as percent inhibition of bradycardia",F,,,,,,,,
3153,1089,Antagonism of 5-HT-induced Von Bezold-Jarisch reflex in rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor antagonism),F,In vivo,,Rattus norvegicus,10116.0,,,,
3154,1089,Ability to antagonise the 5-HT- induced Von Bezold-Jarisch reflex in the rat after intravenous administration of 30 ug/kg of HT (5-hydroxytryptamine 3 receptor),F,In vivo,,,,,,,
3155,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,Rattus norvegicus,10116.0,,,,
3156,11454,Inhibition of 5-HT-induced bradycardia by 5-hydroxytryptamine 3+,F,,,Rattus norvegicus,10116.0,,,,
3157,12205,In vivo inhibitory concentration after 5 minutes against 5-hydroxytryptamine 3 receptor induced bradycardia [bezold-jarisch (B-J) reflex test] in rat by intravenous administration,F,In vivo,,Rattus norvegicus,10116.0,,,,
3158,1089,Inhibition of 5-HT (1 ug/mL) induced depolarization in rat vagus nerve (5-hydroxytryptamine 3 receptor antagonism),F,,,Rattus norvegicus,10116.0,,,,
3159,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,,,,,
3160,2622,Inhibition of [3H]GR-65630 binding to rat cortical membrane 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3161,245,Binding affinity was evaluated in vitro by displacement of [3H]zacopride radioligand from 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3162,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex.,B,,,,,,,,
3163,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement of [3H]granisetron from rat cerebral cortex,B,,,,,,,,
3164,3020,Binding affinity against 5-hydroxytryptamine 3 receptor in rat cortical membrane using [3H]GR-65630 as radioligand,B,,,,,,,,
3165,1742,Compound was tested for its ability to displace [3H]-Q-ICS 205-930 from 5-hydroxytryptamine 3 receptor in rat cortex homogenates,B,,,,,,,,
3166,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to 5-hydroxytryptamine 3 receptor in rat brain cortical membrane,B,,,,,,Brain,,
3167,17394,Concentration required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine-3 receptor (5-HT 3 receptor)in rat brain cortical membrane,B,,,,,,Brain,,
3168,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-65630 to serotonin 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,,,,,
3169,14286,In vitro inhibitory concentration against radioligand [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor in rat cortical membrane,B,,,,,,,,
3170,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate.,B,,,,,,,,
3171,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; Not active at 10000 nm,B,,,Rattus norvegicus,10116.0,,,,
3172,14178,Inhibition of [3H]BRL-43694 binding to 5-hydroxytryptamine 3 receptor of rat cortical homogenate; not active at 10000 nM,B,,,Rattus norvegicus,10116.0,,,,
3173,14178,Inhibition of radiolabeled [3H]-Zacopride ligand binding to 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3174,15034,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,B,,,,,,,,
3175,1089,"Tested for inhibition of binding of [3H]GR-65630 to rat cortical membranes, expressed as IC50",B,,,,,,,,Membranes
3176,1089,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3177,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,B,,,,,,,,
3178,12801,Inhibition of [3H]BRL-43694 binding to rat 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3179,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells (using [3H]zacopride as radioligand),B,,,,,,,NG108-15,
3180,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from NG108-15 cells using [3H]zacopride as radioligand,B,,,,,,,NG108-15,
3181,15194,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor from rat cortical homogenate using [3H]zacopride as radioligand,B,,,,,,,,
3182,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA= Not active,B,,,,,,,,
3183,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; NA=Not active,B,,,,,,,,
3184,15194,The compound was tested for binding affinity against 5-hydroxytryptamine 3 receptor from rat cortical homogenate using [3H]zacopride as radioligand; not active,B,,,,,,,,
3185,10610,Antagonist potency to 5-hydroxytryptamine 3 receptor was assayed by antagonism of the 5-HT-evoked reflex bradycardia [Bezold-Jarisch(BJ) reflex] in rats,F,,,,,,,,
3186,10355,Antagonistic activity against 5-hydroxytryptamine 3 receptor as inhibition of 5-HT-induced bradycardia (von Bezold-jarisch reflex) in anesthetized rat,F,,,Rattus norvegicus,10116.0,,,,
3187,691,"Compound was tested as a 5-hydroxytryptamine 3 receptor antagonist in the rat by assessment of the inhibition of the Bezold-Jarisch effect, when administered intravenously",F,,,,,,,,
3188,10611,In vivo 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) antagonistic activity expressed as ability to inhibit Bezold-Jarich reflex evoked by 5-HT in rats,F,,,,,,,,
3189,12801,Inhibition dose for 50 percent antagonism for 5-hydroxytryptamine 3 receptor in vivo in rats,F,In vivo,,,,,,,
3190,10609,Inhibition of 5-HT evoked reflex bradycardia in rat.,F,,,,,,,,
3191,11454,5-HT3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3192,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3193,11454,5-hydroxytryptamine 3 receptor antagonistic activity measured by inhibition of 5-HT-induced bradycardia (iv administration 10 ug/kg dose in urethane-anesthetized rats),F,In vivo,,,,,,,
3194,11454,5-hydroxytryptamine 3 receptor antagonistic activity as inhibition of 5-HT-induced bradycardia after iv administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,Rattus norvegicus,10116.0,,,,
3195,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3196,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,In vivo,,,,,,,
3197,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3198,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3199,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3200,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3201,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3202,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3203,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3204,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3205,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3206,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3207,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3208,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,In vivo,,,,,,,
3209,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,In vivo,,,,,,,
3210,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,In vivo,,,,,,,
3211,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,In vivo,,,,,,,
3212,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,In vivo,,,,,,,
3213,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3214,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3215,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3216,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3217,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3218,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3219,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,,,,
3220,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,,,,,,
3221,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,,,,,,
